date,open,close,low,high
2018-06-06,48.53875,48.375,48.09625,48.54
2018-06-07,47.745,47.8775,47.45125,48.4775
2018-06-08,47.83625,47.79,47.5575,47.99875
2018-06-11,47.84625,48.08,47.7825,47.965
2018-06-12,48.12,47.66625,47.8275,48.2125
2018-06-13,47.88375,47.7125,47.5575,48.19
2018-06-14,47.5075,47.2675,47.075,47.8325
2018-06-15,46.955,47.185,46.805,47.3675
2018-06-18,46.325,46.4375,45.865,47.305
2018-06-19,46.5825,46.6275,46.2025,46.74
2018-06-20,46.82625,46.34875,46.5075,47.08375
2018-06-21,46.49625,46.25375,46.2075,46.6675
2018-06-22,45.87375,45.56,45.5525,46.49
2018-06-25,45.63875,46.0825,45.185,46.3
2018-06-26,46.3075,46.065,46.03,46.8125
2018-06-27,46.01,46.4025,45.955,46.7325
2018-06-28,46.5675,46.3375,46.155,46.79375
2018-06-29,45.9575,46.795,45.8875,46.735
2018-07-02,46.945,45.91,46.3225,46.985
2018-07-03,45.91,45.91,45.91,46.6375
2018-07-05,46.35,46.9925,46.2575,46.92375
2018-07-06,47.345,47.645,46.86,47.6675
2018-07-09,47.6825,47.5875,47.43875,47.80125
2018-07-10,47.18,46.9825,46.99625,47.81875
2018-07-11,47.345,47.7575,46.9225,47.74875
2018-07-12,47.78625,47.8325,47.6625,47.95375
2018-07-13,47.9,47.7275,47.74625,48.15875
2018-07-16,47.44,47.8675,47.3425,47.84375
2018-07-17,47.9475,47.6,47.49875,47.96625
2018-07-18,47.4225,47.9925,47.4225,48.135
2018-07-19,47.94125,47.86,47.90625,48.12625
2018-07-20,47.64875,47.9025,47.3925,48.0225
2018-07-23,48.07125,48.25,47.665,48.415
2018-07-24,48.26625,48.705,48.0925,48.41
2018-07-25,48.65375,48.5525,48.36,48.99
2018-07-26,48.74875,47.745,48.28,48.77
2018-07-27,47.985,47.43,47.3675,48.38
2018-07-30,47.58,47.5725,47.275,47.75
2018-07-31,49.78625,50.405,47.5725,50.3225
2018-08-01,50.1325,51.8475,49.8975,51.76
2018-08-02,51.8475,51.99,51.53,52.09125
2018-08-03,51.98375,52.265,51.7575,52.17
2018-08-06,52.3575,51.7775,51.6975,52.3675
2018-08-07,51.5225,51.8125,51.1375,51.9475
2018-08-08,51.8125,52.22,51.6425,52.39875
2018-08-09,51.83,51.8825,51.83,52.4425
2018-08-10,51.9625,52.2175,51.67,52.735
2018-08-13,52.53875,52.4375,52.065,52.63875
2018-08-14,52.26625,52.56,52.0875,52.4925
2018-08-15,53.325,53.325,52.1,53.4325
2018-08-16,54.52625,53.865,52.56,54.7925
2018-08-17,54.16875,53.765,53.5075,54.19875
2018-08-20,53.55,53.7625,53.47,54.305
2018-08-21,53.66625,53.8725,53.63375,54.26375
2018-08-22,54.1275,54.04,53.78,54.22
2018-08-23,54.3075,54.485,53.94625,54.685
2018-08-24,54.7625,54.925,54.39,54.97125
2018-08-27,55.06375,55.745,54.76875,55.565
2018-08-28,55.8175,56.2575,55.40125,56.1575
2018-08-29,56.635,56.9075,55.955,57.215
2018-08-30,56.9075,56.9075,56.655,57.15
2018-08-31,57.10625,57.09,56.66375,57.2925
2018-09-04,56.6625,55.775,55.33375,57.23875
2018-09-05,55.4775,55.325,55.39625,56.34
2018-09-06,55.24375,54.5825,54.12,56.34
2018-09-07,54.5025,55.9625,54.1425,55.7175
2018-09-10,56.225,55.265,54.9625,56.2475
2018-09-11,55.88875,56.6025,54.9725,56.95125
2018-09-12,56.315,55.96,56.01125,57.08875
2018-09-13,55.535,54.47,54.8075,56.22875
2018-09-14,54.45625,54.56,54.295,55.44375
2018-09-17,54.6325,54.5925,53.82375,55.00875
2018-09-18,55.0775,55.0075,54.2775,55.56625
2018-09-19,55.24875,54.415,54.5975,55.41875
2018-09-20,54.22,55.1975,54.1625,55.0525
2018-09-21,54.945,55.5475,54.88375,55.7125
2018-09-24,55.285,55.105,55.275,55.9375
2018-09-25,55.96625,56.2375,54.97,56.4725
2018-09-26,56.19125,56.435,56.005,56.61375
2018-09-27,57.02125,56.815,56.1175,57.3525
2018-09-28,56.83125,57.32,56.5825,57.4625
2018-10-01,57.55375,58.025,56.98,58.37
2018-10-02,57.72625,56.9975,56.955,58.2825
2018-10-03,57.0375,56.0725,55.89,57.4125
2018-10-04,55.41,55.94,55.0525,56.33375
2018-10-05,55.9125,56.7275,55.0525,56.755
2018-10-08,56.39,54.09,55.55375,56.8175
2018-10-09,53.6,53.6125,53.2575,56.0975
2018-10-10,55.2475,55.5275,53.085,55.5625
2018-10-11,55.26125,54.34,54.23,55.7175
2018-10-12,54.74375,55.5375,54.1925,55.055
2018-10-15,55.56,55.3,54.70625,55.725
2018-10-16,54.465,54.005,53.97,55.6575
2018-10-17,54.51875,54.8275,53.25,55.3125
2018-10-18,54.94125,55.1475,54.3575,55.8375
2018-10-19,53.9,55.6825,53.7025,55.7675
2018-10-22,55.6425,53.7725,54.205,56.0575
2018-10-23,54.42625,54.95,53.64375,55.415
2018-10-24,53.995,54.075,53.1725,55.3375
2018-10-25,54.78875,53.06,53.65625,55.0425
2018-10-26,52.7575,53.325,51.7375,54.5025
2018-10-29,54.30875,54.715,52.7125,54.9875
2018-10-30,54.765,55.555,54.2025,55.11
2018-10-31,52.3875,51.87,51.59875,55.5875
2018-11-01,51.08,50.3975,49.545,52.0025
2018-11-02,50.5,50.9425,49.91,51.17625
2018-11-05,51.4975,52.4875,50.42125,52.4875
2018-11-06,52.49125,52.1225,51.6225,52.5225
2018-11-07,51.385,51.1175,50.56875,52.19375
2018-11-08,49.75125,48.5425,48.445,51.19375
2018-11-09,47.92875,48.0575,47.8875,49.2925
2018-11-12,48.45375,46.7,46.4925,48.98625
2018-11-13,47.09875,47.8525,46.4925,47.9875
2018-11-14,47.64375,48.3825,47.225,48.7325
2018-11-15,47.49875,46.465,46.24875,48.6375
2018-11-16,44.59375,44.235,43.895,46.7725
2018-11-19,44.9325,44.19,43.96625,45.3575
2018-11-20,44.19,44.19,44.14,44.685
2018-11-21,43.72,43.0725,43.03,44.19
2018-11-23,48.4075,48.5,42.6025,48.48
2018-11-26,44.16,45.235,43.1125,48.315
2018-11-27,45.66375,44.8875,43.93625,45.6925
2018-11-28,44.8875,44.645,44.25625,45.0925
2018-11-29,46.1125,46.205,44.25625,46.23
2018-11-30,45.25,44.1725,44.06875,46.23
2018-12-03,44.1725,44.1725,44.06875,45.2475
2018-12-04,42.93875,43.68,42.61,44.1725
2018-12-05,43.3475,42.1225,42.08,43.6875
2018-12-06,41.245,42.4,40.9325,42.865
2018-12-07,42.93375,42.1575,41.1025,42.93875
2018-12-10,42.57625,42.275,41.75,42.975
2018-12-11,42.60875,42.7375,42.2575,43.14
2018-12-12,42.1475,41.37,41.3225,43.05125
2018-12-13,41.3775,41.00375,40.685,42.085
2018-12-14,41.35,41.5175,40.685,42.065
2018-12-17,41.465,40.2175,39.9025,41.88
2018-12-18,40.0525,39.2075,38.855,41.81125
2018-12-19,39.185,37.6825,37.41,40.045
2018-12-20,37.01625,36.7925,36.66375,38.86
2018-12-21,36.7925,36.7925,36.66375,37.435
2018-12-24,37.07875,39.2925,36.68625,39.305
2018-12-26,39.37125,39.0575,37.5225,39.625
2018-12-27,39.63,39.435,38.8225,39.8125
2018-12-28,39.435,39.435,39.165,39.73625
2018-12-31,38.685,39.48,38.5625,39.705
2019-01-02,36.105,37.065,35.5,37.14125
2019-01-03,37.1575,36.9825,36.4775,37.19625
2019-01-04,37.1575,36.9825,36.515,37.1
2019-01-07,37.435,37.6875,36.9825,37.95375
2019-01-08,37.81625,38.3275,37.41625,38.625
2019-01-09,38.11,38.45,37.715,38.625
2019-01-10,38.235,38.0725,37.87875,38.4925
2019-01-11,38.0725,37.5,37.32625,38.14875
2019-01-14,37.57,38.2675,37.3675,38.3475
2019-01-15,38.255,38.735,37.96,38.96625
2019-01-16,38.55125,38.965,38.3175,39.32
2019-01-17,39.385,39.205,38.515,39.4475
2019-01-18,39.205,39.205,38.9975,39.3675
2019-01-22,38.5075,38.49125,37.9275,38.785
2019-01-23,38.465,38.175,37.9525,38.6175
2019-01-24,38.825,39.43,37.9625,39.5325
2019-01-25,38.97,39.075,38.4175,39.5325
2019-01-28,39.04375,38.67,38.52625,39.5325
2019-01-29,40.80875,41.3125,38.52625,41.535
2019-01-30,41.5475,41.61,40.75,42.25
2019-01-31,41.76125,41.63,41.49875,42.24
2019-02-01,41.8575,42.8125,41.49875,42.89625
2019-02-04,43.5575,43.55875,42.68,43.69875
2019-02-05,43.7,43.56,43.175,54.485
2019-02-06,43.0725,42.735,42.625,43.75
2019-02-07,42.23625,42.6025,42.105,42.93375
2019-02-08,42.7925,42.3575,42.2725,42.8025
2019-02-11,42.5325,42.7225,42.3225,42.75
2019-02-12,42.86,42.545,42.47125,43.12125
2019-02-13,42.4575,42.69875,42.345,42.81625
2019-02-14,42.815,42.6025,42.4375,42.925
2019-02-15,42.6025,42.6025,42.46125,42.6575
2019-02-19,42.77,43.0075,42.53875,43.33
2019-02-20,42.9375,42.7525,42.58,43.2275
2019-02-21,42.86125,43.1975,42.58,43.1975
2019-02-22,43.5125,43.53125,42.965,43.96
2019-02-25,43.395,43.5825,43.29,43.8675
2019-02-26,43.305,43.7075,43.19125,43.75625
2019-02-27,43.58,43.2875,43.245,43.75625
2019-02-28,43.57,43.7225,43.2225,43.785
2019-03-01,43.94125,43.9625,43.23,44.4375
2019-03-04,43.9725,43.8825,43.49375,43.985
2019-03-05,43.675,43.63625,43.48875,43.9625
2019-03-06,43.45875,43.1375,43.00625,43.8
2019-03-07,42.58,43.24,42.38,43.5575
2019-03-08,43.905,44.70875,42.8075,44.735
2019-03-11,44.99375,45.2325,44.6125,45.6675
2019-03-12,45.5625,45.41,45.05625,45.81
2019-03-13,45.98625,45.9675,45.41,45.99125
2019-03-14,46.16375,46.54875,45.85,46.625
2019-03-15,46.4825,47.0075,46.47375,47.0975
2019-03-18,47.11,46.6325,46.7,47.2475
2019-03-19,46.5625,47.0575,46.19125,47.095
2019-03-20,47.5125,48.825,46.5825,48.77
2019-03-21,48.825,47.7425,48.23375,49.42
2019-03-22,47.8975,47.165,46.82125,48.61125
2019-03-25,47.9125,46.68,46.66125,48.22
2019-03-26,47.16625,47.1225,46.1525,47.905
2019-03-27,47.105,47.1625,46.645,47.385
2019-03-28,47.49,47.485,42.72,47.4075
2019-03-29,47.91125,47.815,47.1025,47.91125
2019-04-01,47.79875,48.515,47.42125,48.2675
2019-04-02,48.34875,48.845,48.0275,49.125
2019-04-03,48.71125,48.9225,48.59125,49.11
2019-04-04,49.1175,49.25,48.705,49.27
2019-04-05,49.1025,50.0175,49.03625,49.87375
2019-04-08,50.0825,49.875,49.65375,50.70875
2019-04-09,49.6725,50.17,49.54875,50.63125
2019-04-10,50.22625,49.7375,49.785,50.2375
2019-04-11,49.80625,49.7,49.06125,50.135
2019-04-12,49.6325,49.8075,49.06125,49.955
2019-04-15,49.84375,49.8125,49.62625,50.3425
2019-04-16,49.82,50.78375,49.65,50.5
2019-04-17,50.7825,50.965,50.3,50.99
2019-04-18,50.965,50.965,50.76,51.0375
2019-04-22,51.1175,51.87,51.02,51.69
2019-04-23,51.8225,51.79,51.4825,52.11875
2019-04-24,51.68,51.32,51.2825,52.11625
2019-04-25,51.225,51.075,50.5525,51.69
2019-04-26,51.1375,51.1525,50.8375,51.495
2019-04-29,50.7625,50.21875,49.7925,51.365
2019-04-30,52.5125,52.64,49.7925,53.825
2019-05-01,52.44,52.2875,52.0375,53.825
2019-05-02,52.7125,52.9375,52.0375,52.8475
2019-05-03,51.0725,52.12,50.905,52.9425
2019-05-06,51.47375,50.715,50.9225,52.21
2019-05-07,50.5425,50.725,50.2075,51.32875
2019-05-08,50.095,50.18,49.19,51.235
2019-05-09,49.37125,49.3,48.2075,50.4175
2019-05-10,46.84125,46.44125,46.4275,49.63375
2019-05-13,46.61875,47.16,46.175,47.22375
2019-05-14,46.57,47.755,46.51,47.61625
2019-05-15,47.4575,47.53625,47.2125,48.025
2019-05-16,46.7675,47.2525,46.70375,48.1175
2019-05-17,45.7,45.71,45.07625,47.62875
2019-05-20,46.1475,45.68875,43.2325,46.0825
2019-05-21,44.8525,44.9225,44.45375,45.80625
2019-05-22,45.0875,44.765,44.65125,45.52875
2019-05-23,44.765,44.765,44.65125,44.79875
2019-05-24,44.725,44.57,44.48625,45.13
2019-05-28,44.475,44.565,44.1675,44.8075
2019-05-29,44.06,43.7575,43.75125,44.61625
2019-05-30,43.88125,43.3,42.58,44.47875
2019-05-31,43.8625,44.91875,43.1425,44.955
2019-06-03,46.075,45.6275,44.8275,46.2475
2019-06-04,45.8175,46.325,45.5075,46.37
2019-06-05,46.64875,47.535,46.23125,47.98875
2019-06-06,48.05625,48.14875,47.4725,48.84
2019-06-07,48.7275,48.7,48.1175,48.9975
2019-06-10,48.4875,48.5475,48.34875,48.9875
2019-06-11,48.675,48.7325,48.42875,49.19875
2019-06-12,47.87,48.185,47.58375,48.8325
2019-06-13,48.21375,48.485,48.055,48.74
2019-06-14,48.99125,49.625,48.3925,50.0725
2019-06-17,49.90125,49.455,49.33,49.96875
2019-06-18,50.07375,49.8725,49.45,50.14
2019-06-19,49.6725,49.7225,49.535,50.2125
2019-06-20,49.65125,49.63875,49.565,50.035
2019-06-21,49.64,48.91,48.84,49.8375
2019-06-24,49.64,48.91,48.84,49.44125
2019-06-25,49.4475,49.9475,48.91,50.245
2019-06-26,50.0475,49.9325,49.8925,50.3925
2019-06-27,49.6675,49.5125,49.2625,49.9325
2019-06-28,50.7925,50.37125,49.5125,51.12
2019-07-01,50.3525,50.6725,50.34875,50.7825
2019-07-02,50.8225,50.8275,50.6725,51.0925
2019-07-03,51.0925,51.0925,47.135,51.0925
2019-07-05,50.1475,49.99875,49.60875,51.05875
2019-07-08,49.78625,50.3075,49.705,50.3725
2019-07-09,50.4925,50.795,50.3075,50.92875
2019-07-10,50.835,50.45,50.45,51.09125
2019-07-11,50.6225,50.81,50.45,50.9975
2019-07-12,51.025,51.27,50.81,51.4675
2019-07-15,51.195,51.0725,50.8775,51.5275
2019-07-16,51.0325,50.8375,50.83625,51.27375
2019-07-17,50.9725,51.4075,50.8375,51.4675
2019-07-18,51.45,50.64375,50.59625,51.625
2019-07-19,50.9125,51.7775,50.64375,51.795
2019-07-22,52.115,52.18375,51.7775,52.2325
2019-07-23,51.93125,52.13625,51.7975,52.28625
2019-07-24,52.2225,51.7525,51.68375,52.3075
2019-07-25,51.905,51.9625,51.7525,52.43125
2019-07-26,52.5725,52.49625,51.9625,52.655
2019-07-29,52.1325,52.23,45.6375,52.5875
2019-07-30,54.1075,53.27,51.94,55.3425
2019-07-31,53.5175,52.095,52.84875,54.685
2019-08-01,51.32375,50.97,50.4075,54.505
2019-08-02,49.4775,48.29125,48.605,51.17625
2019-08-05,49.105,49.2375,48.1475,49.51375
2019-08-06,48.8625,49.7675,48.455,49.35625
2019-08-07,50.05125,50.82375,48.88375,50.59
2019-08-08,50.3125,50.25,49.825,50.87375
2019-08-09,49.935,50.145,49.825,50.69
2019-08-12,50.2475,52.29,49.79,53.02
2019-08-13,50.7575,50.6925,50.73125,52.5
2019-08-14,50.84,50.405,50.1325,51.27875
2019-08-15,51.075,51.5875,49.9175,51.79
2019-08-16,52.65875,52.55125,51.3725,53.17875
2019-08-19,52.7025,52.63125,52.545,53.3375
2019-08-20,53.2425,53.15125,52.6025,53.41125
2019-08-21,53.30625,53.195,52.69625,53.6075
2019-08-22,50.51875,50.63,50.45375,53.325
2019-08-23,51.46,51.6425,50.45375,53.00625
2019-08-26,51.965,51.03625,50.88625,52.09375
2019-08-27,51.0675,51.39,50.8325,51.495
2019-08-28,52.125,52.2725,51.0875,52.32875
2019-08-29,52.515,52.0975,51.8,52.6125
2019-08-30,52.0975,52.0975,51.81,52.1375
2019-09-03,52.1025,52.275,51.12,52.36875
2019-09-04,52.99375,53.2925,52.1625,53.49375
